wánjùhuǒchē,,plaything.n.01,1303964744,N,N,1718,,,,YN,MN,PLR,toy trains,.@ME-gè,.@physical_object,.@concrete,.@artifact,.@object,.@Cfun and games,.@Stoys,,
xué yuàn,,college.n.01,1008278169,N,N,344,,,,YN,MN,PLR,colleges,.@ME-gè,.@abstraction,.@Cplaces,.@Sschool places,,
yán sè,,color.n.01,1004956594,N,N,345,,,,YN,MN,PLR,colors,.@ME-zhǒng,.@scalar,.@abstraction,.@uncountable,.@Cthings,.@Sarts and craft,,
kā fēi diàn,,cafe.n.01,1002935658,N,N,340,,,,YN,MN,PLR,coffee shops,.@ME-jiān,.@physical_object,.@concrete,.@artifact,.@object,.@Cplaces,.@Splaces to eat,,
gǎn mào,,cold.n.01,1014145501,N,N,343,,,,YN,MN,.@ME-gè,.@uncountable,.@scalar,.@abstraction,.@state,.@Ctopics,.@Shealth related,,
shū,,comb.n.01,1003074855,N,N,349,,,,YN,MN,PLR,combs,.@ME-gè,.@machine,.@object,.@int_control,.@physical_object,.@concrete,.@artifact,.@Cthings,.@Sgetting dressed,,
dàn juǎn,,egg_roll.n.01,1007866723,N,N,512,,,,YN,MN,PLR,eggrolls,.@ME-gè,.@physical_object,.@concrete,.@comestible,.@Cfood and drink,.@Sbreakfast,,
fēi,,fly.v.01,2001940403,V,V,2318,,,,Y-T,MN,3PS&PRS,flies,PAS,flew,PTP,flown,GER,flying,.@mark_sub_animate,.@mark_obj_animate,.@mark_inf_none,.@Cactions,.@Smove,,
dào zhuǎn,,change_by_reversal.v.01,2000138508,V,V,2319,,,,Y-T,MV,3PS&PRS,reverses,PAS,reversed,PTP,reversed,GER,reversing,.@Cactions,.@Smove,,
zhuī,,chase.v.01,2002001858,V,V,2316,,,,Y-T,MV,3PS&PRS,chases,PAS,chased,PTP,chased,GER,chasing,.@mark_sub_animate,.@mark_inf_none,.@Cactions,.@Smove,,
liú,,flow.v.01,2002066510,V,V,2317,,,,Y-I,MV,3PS&PRS,flows,PAS,flowed,PTP,flowed,GER,flowing,.@Cactions,.@Smove,,
juàn,,roll.v.01,2001866192,V,V,2314,,,,Y-T,MV,3PS&PRS,rolls,PAS,rolled,PTP,rolled,GER,rolling,.@mark_sub_animate,.@mark_obj_animate,.@mark_inf_none,.@Cactions,.@Smove,,
pǎo,,run.v.01,2001926311,V,V,2315,,,,Y-I,MN,3PS&PRS,runs,PAS,ran,PTP,ran,GER,running,.@mark_sub_animate,.@mark_obj_animate,.@mark_inf_none,.@Cactions,.@Smove,,
pá,,climb.v.01,2001921964,V,V,2312,,,,Y-T,MV,3PS&PRS,climbs,PAS,climbed,PTP,climbed,GER,climbing,.@mark_inf_none,.@Cactions,.@Smove,,
lái,,come.v.01,2001849221,V,V,2313,,,,Y-T,MN,3PS&PRS,comes,PAS,came,PTP,come,GER,coming,.@mark_inf_none,.@Cactions,.@Smove,,
tiào,,jump.v.01,2001963942,V,V,2310,,,,Y-I,MV,3PS&PRS,jumps,PAS,jumped,PTP,jumped,GER,jumping,.@mark_sub_animate,.@mark_obj_animate,.@Cactions,.@Smove,,
jīng guò,,pass.v.01,2002050132,V,V,2311,,,,Y-DT,MV,3PS&PRS,passes,PAS,passed,PTP,passed,GER,passing,.@Cactions,.@Smove,,
xiǎo hái,,child.n.01,1009917593,N,N,298,,,,YN,MN,PLR,children,.@ME-gè,.@natural,.@human,.@object,.@int_control,.@animate,.@physical_object,.@concrete,.@Cpeople,.@Smy people,,
xiǎo jī,,chick.n.01,1001792042,N,N,296,,,,YN,MN,PLR,chicks,.@ME-zhǐ,.@natural,.@animal,.@object,.@int_control,.@animate,.@physical_object,.@concrete,.@Ctopics,.@Sanimals,,
jī,,chicken.n.01,1007644967,N,N,297,,,,YN,MN,.@ME-0,.@physical_object,.@solid,.@concrete,.@uncountable,.@Cfood and drink,.@Smeat,,
xiàng qí,,chess.n.01,1012111238,N,N,294,,,,YN,MN,.@ME-gè,.@natural,.@physical_object,.@concrete,.@plant,.@object,.@Cfun and games,.@Ssports,,
xiōng bù,,thorax.n.02,1005552607,N,N,295,,,,YN,MN,PLR,chests,.@ME-gè,.@physical_object,.@int_control,.@body_part,.@animate,.@concrete,.@Cthings,.@Sbody parts,,
huā,,flower.n.01,1011669921,N,N,597,,,,YN,MN,PLR,flowers,.@ME-duǒ,.@natural,.@physical_object,.@concrete,.@plant,.@object,.@Ctopics,.@Splants,,
